artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
David Guetta,Sexy Bitch (feat. Akon),195853,TRUE,2010,75,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,"hip hop, pop, Dance/Electronic"
David Guetta,When Love Takes Over (feat. Kelly Rowland),191000,FALSE,2010,69,0.675,0.862,11,-4.614,1,0.0253,0.0165,0.000427,0.169,0.498,129.967,"hip hop, pop, Dance/Electronic"
David Guetta,Memories (feat. Kid Cudi),210853,FALSE,2010,76,0.546,0.916,8,-3.932,1,0.255,0.00144,4.34E-06,0.251,0.375,129.983,"hip hop, pop, Dance/Electronic"
David Guetta,Gettin' Over You (feat. Fergie & LMFAO),188000,FALSE,2010,62,0.615,0.913,10,-5.077,0,0.0816,0.178,0.0,0.0773,0.45,129.944,"hip hop, pop, Dance/Electronic"
David Guetta,Who's That Chick? (feat. Rihanna),201040,FALSE,2010,71,0.675,0.602,11,-4.733,0,0.116,0.00377,0.0,0.0458,0.933,127.938,"hip hop, pop, Dance/Electronic"
Diddy - Dirty Money,Coming Home,238693,FALSE,2010,69,0.392,0.839,7,-1.921,1,0.193,0.158,0.0,0.3,0.232,168.001,"hip hop, pop, R&B"
DJ Fresh,Gold Dust - Radio Edit,192446,FALSE,2010,63,0.451,0.948,0,-0.74,1,0.147,0.255,0.0,0.392,0.295,176.985,"pop, Dance/Electronic"
DJ Khaled,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",232506,TRUE,2010,51,0.544,0.781,10,-3.616,1,0.189,0.014,0.0,0.161,0.277,150.1,"hip hop, pop"
DJ Ötzi,Hey Baby (Radio Mix),219240,FALSE,2010,58,0.666,0.968,10,-3.196,1,0.046,0.123,0.0,0.347,0.834,135.099,"pop, easy listening, Dance/Electronic"
Drake,Best I Ever Had,258760,TRUE,2010,54,0.431,0.894,5,-2.673,0,0.33,0.0951,0.0,0.188,0.605,162.161,"hip hop, pop, R&B"
Drake,Over,233560,TRUE,2010,57,0.325,0.848,7,-5.611,1,0.279,0.0109,0.0,0.124,0.433,100.093,"hip hop, pop, R&B"
Drake,Find Your Love,208946,FALSE,2010,56,0.625,0.613,6,-6.005,0,0.173,0.0209,0.0,0.0286,0.738,96.033,"hip hop, pop, R&B"
Duck Sauce,Barbra Streisand - Radio Edit,196533,FALSE,2010,46,0.769,0.922,1,-1.966,1,0.108,0.000939,0.197,0.233,0.506,127.965,Dance/Electronic
Edward Maya,Stereo Love - Radio Edit,184573,FALSE,2010,66,0.799,0.783,1,-3.896,0,0.0322,0.0346,0.0186,0.0757,0.586,127.041,pop
Edward Maya,Stereo Love - Radio Edit,184573,FALSE,2010,66,0.799,0.783,1,-3.896,0,0.0322,0.0346,0.0186,0.0757,0.586,127.041,pop
Ellie Goulding,Starry Eyed,176613,FALSE,2010,54,0.504,0.814,5,-5.346,0,0.0389,0.135,1.42E-05,0.324,0.596,149.967,"pop, rock, Dance/Electronic"
Ellie Goulding,Lights - Single Version,210853,FALSE,2010,63,0.682,0.795,8,-6.17,0,0.0367,0.0297,0.0391,0.131,0.78,120.008,"pop, rock, Dance/Electronic"
Eminem,Love The Way You Lie,263373,TRUE,2010,81,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,hip hop
Eminem,Not Afraid,248133,TRUE,2010,79,0.855,0.954,0,-1.19,0,0.264,0.529,0.0,0.205,0.668,114.635,hip hop
Enrique Iglesias,I Like It,231373,FALSE,2010,63,0.648,0.942,10,-2.881,0,0.0878,0.021,0.0,0.0594,0.73,129.007,"pop, latin"
Enrique Iglesias,Tonight (I'm Fuckin' You),232213,TRUE,2010,63,0.648,0.89,0,-3.982,0,0.0523,0.0294,3.58E-06,0.116,0.321,125.953,"pop, latin"
Example,Kickstarts,181826,FALSE,2010,63,0.61,0.836,5,-4.455,1,0.0573,0.00374,0.0,0.358,0.657,126.056,"pop, Dance/Electronic"
Far East Movement,Like A G6,216893,FALSE,2010,73,0.435,0.837,3,-8.126,1,0.449,0.00676,0.0,0.117,0.778,124.913,"hip hop, pop"
Far East Movement,Rocketeer,211253,FALSE,2010,61,0.664,0.845,4,-6.115,0,0.0461,0.181,0.0,0.267,0.357,96.005,"hip hop, pop"
Flo Rida,Club Can't Handle Me (feat. David Guetta),234560,FALSE,2010,76,0.616,0.869,0,-3.911,1,0.0327,0.0283,0.0,0.064,0.473,127.966,"hip hop, pop"
INNA,Hot - Play & Win Radio Version,217036,FALSE,2010,42,0.817,0.939,7,-6.079,0,0.28,0.0798,0.441,0.431,0.599,128.0,pop
Jason Aldean,Dirt Road Anthem,229413,FALSE,2010,53,0.678,0.739,2,-5.068,1,0.0352,0.32,2.36E-06,0.116,0.658,127.037,country
Jason Derulo,Whatcha Say,221253,FALSE,2010,70,0.615,0.711,11,-5.507,1,0.0779,0.0444,0.0,0.145,0.711,144.036,"hip hop, pop"
Jason Derulo,In My Head,199026,FALSE,2010,65,0.762,0.748,0,-4.15,0,0.033,0.0266,0.0,0.348,0.851,110.009,"hip hop, pop"
Jason Derulo,Whatcha Say,221253,FALSE,2010,70,0.615,0.711,11,-5.507,1,0.0779,0.0444,0.0,0.145,0.711,144.036,"hip hop, pop"
Jason Derulo,Ridin' Solo,215746,FALSE,2010,66,0.442,0.83,9,-4.02,1,0.146,0.128,0.0,0.129,0.578,89.338,"hip hop, pop"
Jeremih,Down On Me,228453,FALSE,2010,72,0.7,0.598,2,-7.783,1,0.114,0.0369,0.0,0.111,0.594,160.041,"hip hop, pop, R&B"
Justin Bieber,Baby,214240,FALSE,2010,81,0.728,0.859,5,-5.237,0,0.137,0.0401,0.0,0.111,0.535,65.043,pop
Kanye West,All Of The Lights,299613,TRUE,2010,76,0.531,0.803,1,-3.284,1,0.0717,0.0796,1.71E-05,0.176,0.221,142.113,hip hop
Katy Perry,Teenage Dream,227741,FALSE,2010,69,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34E-06,0.134,0.591,120.011,pop
Katy Perry,Firework,227893,FALSE,2010,72,0.638,0.832,8,-5.039,1,0.049,0.141,0.0,0.113,0.648,124.071,pop
Kelly Rowland,Work,207920,FALSE,2010,34,0.888,0.823,10,-6.351,0,0.0538,0.00499,0.0,0.291,0.623,102.757,"hip hop, pop, R&B"
Keri Hilson,Pretty Girl Rock,243920,FALSE,2010,67,0.666,0.87,11,-5.004,0,0.246,0.203,0.0,0.0851,0.9,160.014,"pop, R&B"
Kesha,TiK ToK,199693,FALSE,2010,80,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028,"pop, Dance/Electronic"
Kesha,Take It Off,215200,FALSE,2010,68,0.729,0.675,5,-5.292,0,0.0286,4.14E-05,0.00126,0.0867,0.74,125.036,"pop, Dance/Electronic"
Kesha,Blah Blah Blah (feat. 3OH!3),172053,TRUE,2010,61,0.752,0.836,10,-3.173,1,0.115,0.0843,0.000425,0.424,0.519,120.003,"pop, Dance/Electronic"
Kesha,Your Love Is My Drug,187133,FALSE,2010,69,0.826,0.612,1,-3.891,1,0.0982,0.00681,0.0,0.0889,0.756,120.057,"pop, Dance/Electronic"
Kesha,Blow,219973,FALSE,2010,69,0.753,0.729,11,-3.862,0,0.0392,0.00334,5.66E-05,0.073,0.812,120.013,"pop, Dance/Electronic"
Kesha,We R Who We R,204760,FALSE,2010,71,0.736,0.817,8,-4.9,1,0.0407,0.00987,0.00167,0.117,0.653,119.95,"pop, Dance/Electronic"
Lady A,Need You Now,236440,FALSE,2010,73,0.581,0.717,4,-4.433,1,0.0318,0.0298,0.000186,0.243,0.316,107.884,"pop, country"
Lil Wayne,Right Above It,271946,TRUE,2010,68,0.376,0.841,3,-4.348,0,0.356,0.0435,0.0,0.578,0.463,76.052,"hip hop, pop"
Ludacris,How Low,201586,TRUE,2010,63,0.785,0.498,1,-6.977,1,0.0533,0.00248,1.23E-06,0.224,0.418,143.96,"hip hop, pop"
Ludacris,My Chick Bad,216933,TRUE,2010,68,0.624,0.723,1,-6.782,1,0.378,0.172,0.0,0.483,0.757,84.789,"hip hop, pop"
Maroon 5,Misery,216200,FALSE,2010,67,0.703,0.81,4,-4.874,0,0.0424,0.000315,0.0,0.216,0.726,102.978,pop
Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",201493,FALSE,2010,77,0.722,0.761,11,-4.459,0,0.0475,0.0117,0.0,0.315,0.624,128.044,pop
Miguel,Sure Thing,195373,FALSE,2010,78,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,"pop, R&B"
Mike Posner,Cooler Than Me - Single Mix,213293,FALSE,2010,75,0.768,0.82,7,-4.63,0,0.0474,0.179,0.0,0.689,0.625,129.965,"hip hop, pop, Dance/Electronic"
Miley Cyrus,Can't Be Tamed,168213,FALSE,2010,0,0.63,0.91,11,-2.919,0,0.144,0.0287,0.0,0.196,0.743,116.98,pop
Ne-Yo,Beautiful Monster,251573,FALSE,2010,57,0.708,0.771,5,-6.99,0,0.131,0.209,5.32E-06,0.277,0.494,128.013,"pop, R&B"
Nelly,Just A Dream,237800,FALSE,2010,73,0.531,0.752,1,-6.161,1,0.0305,0.0421,0.0,0.12,0.103,89.917,"hip hop, pop, R&B"
Neon Trees,Animal,212306,FALSE,2010,64,0.482,0.829,5,-5.576,1,0.0437,0.00034,0.0,0.378,0.739,147.99,"rock, pop"
Nicki Minaj,Super Bass,200013,TRUE,2010,0,0.72,0.861,11,-4.339,1,0.209,0.269,5.11E-06,0.601,0.669,126.991,"hip hop, pop"
P!nk,Sober,251440,FALSE,2010,46,0.614,0.792,6,-4.907,1,0.0299,0.0653,0.0,0.195,0.407,91.066,pop
P!nk,F**kin' Perfect,213413,TRUE,2010,60,0.563,0.671,7,-4.788,1,0.0373,0.0422,0.0,0.36,0.45,91.964,pop
P!nk,Raise Your Glass,202960,TRUE,2010,76,0.7,0.709,7,-5.006,1,0.0838,0.0048,0.0,0.029,0.624,122.019,pop
Plan B,She Said,208853,FALSE,2010,62,0.72,0.538,3,-5.85,0,0.141,0.301,3.03E-06,0.144,0.815,147.007,Dance/Electronic
Rihanna,Only Girl (In The World),235493,FALSE,2010,73,0.789,0.716,11,-4.241,0,0.0432,0.129,1.07E-05,0.069,0.611,125.906,"hip hop, pop, R&B"
Rihanna,Man Down,267000,TRUE,2010,68,0.47,0.904,0,-4.024,0,0.177,0.0436,0.0,0.0491,0.557,155.788,"hip hop, pop, R&B"
Rihanna,What's My Name?,263173,FALSE,2010,66,0.692,0.786,2,-2.959,1,0.069,0.23,0.0,0.0797,0.583,100.025,"hip hop, pop, R&B"
Rihanna,S&M,243533,FALSE,2010,73,0.767,0.682,1,-5.02,1,0.042,0.0113,0.00016,0.104,0.833,127.975,"hip hop, pop, R&B"
Rihanna,What's My Name?,263173,FALSE,2010,66,0.692,0.786,2,-2.959,1,0.069,0.23,0.0,0.0797,0.583,100.025,"hip hop, pop, R&B"
Robyn,Dancing On My Own,288670,FALSE,2010,0,0.687,0.865,6,-4.663,1,0.0349,0.0743,0.225,0.0966,0.261,117.015,"pop, Dance/Electronic"
Sean Kingston,Eenie Meenie,201946,FALSE,2010,74,0.72,0.607,1,-4.168,1,0.0322,0.0543,0.0,0.113,0.828,121.223,"hip hop, pop, R&B"
Shontelle,Impossible,226533,FALSE,2010,35,0.599,0.624,8,-3.631,1,0.0343,0.385,0.0,0.125,0.539,90.034,"pop, R&B"
Stromae,Alors on danse - Radio Edit,206066,FALSE,2010,77,0.791,0.59,1,-9.206,0,0.0793,0.0994,0.00203,0.065,0.714,119.951,pop
Swedish House Mafia,One (Your Name) - Radio Edit,163246,FALSE,2010,63,0.733,0.673,9,-6.572,0,0.0333,0.0132,0.0049,0.16,0.636,125.061,"pop, Dance/Electronic"
Swedish House Mafia,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,206460,TRUE,2010,54,0.736,0.929,7,-5.89,0,0.0674,0.00237,1.11E-05,0.402,0.658,125.03,"pop, Dance/Electronic"
Taio Cruz,Dynamite,202613,FALSE,2010,80,0.751,0.783,4,-3.724,1,0.0859,0.00379,0.0,0.036,0.816,119.975,"hip hop, pop"
Taio Cruz,Break Your Heart,201546,FALSE,2010,74,0.607,0.934,3,-4.217,1,0.0314,0.0327,0.0,0.0909,0.568,122.01,"hip hop, pop"
Taio Cruz,Higher,187626,FALSE,2010,61,0.672,0.907,8,-5.069,0,0.0721,0.0048,3.4E-05,0.156,0.746,128.027,"hip hop, pop"
Take That,The Flood,289359,FALSE,2010,57,0.514,0.83,11,-6.077,0,0.044,0.0378,1.43E-06,0.122,0.138,100.631,pop
Taylor Swift,Back To December,293026,FALSE,2010,65,0.529,0.67,2,-4.663,1,0.0303,0.117,0.0,0.334,0.286,141.893,pop
The Band Perry,If I Die Young,222773,FALSE,2010,64,0.606,0.497,4,-6.611,1,0.0277,0.348,0.0,0.275,0.362,130.739,country
The Band Perry,If I Die Young,222773,FALSE,2010,64,0.606,0.497,4,-6.611,1,0.0277,0.348,0.0,0.275,0.362,130.739,country
The Saturdays,Higher,207613,FALSE,2010,61,0.639,0.862,10,-3.292,1,0.0341,0.049,6.81E-06,0.264,0.596,117.011,"pop, Dance/Electronic"
The Wanted,All Time Low,205200,FALSE,2010,18,0.689,0.615,8,-5.022,0,0.0563,0.352,0.0,0.0789,0.783,134.036,"pop, Dance/Electronic"
Tim Berg,Seek Bromance - Avicii’s Vocal Edit,203960,FALSE,2010,0,0.515,0.837,11,-2.552,1,0.0401,0.0868,0.0,0.0403,0.52,126.026,"pop, Dance/Electronic"
Tinie Tempah,Written in the Stars (feat. Eric Turner),207653,FALSE,2010,57,0.656,0.931,7,-4.188,1,0.0981,0.0613,0.0,0.219,0.534,91.881,"hip hop, pop, Dance/Electronic"
Tinie Tempah,Pass Out,268053,TRUE,2010,53,0.693,0.891,1,-3.261,1,0.296,0.0281,0.0,0.143,0.532,91.1,"hip hop, pop, Dance/Electronic"
Travie McCoy,Billionaire (feat. Bruno Mars),211160,TRUE,2010,72,0.633,0.673,6,-6.403,0,0.258,0.297,0.0,0.206,0.659,86.776,"hip hop, pop"
Trey Songz,Bottoms Up (feat. Nicki Minaj),242013,TRUE,2010,0,0.845,0.601,1,-5.283,1,0.161,0.0205,0.0,0.385,0.329,74.008,"hip hop, pop, R&B"
Two Door Cinema Club,What You Know,189693,FALSE,2010,0,0.55,0.753,6,-4.003,0,0.0407,0.000665,7.74E-06,0.0921,0.841,139.048,"World/Traditional, rock, pop"
Usher,DJ Got Us Fallin' In Love (feat. Pitbull),220800,FALSE,2010,79,0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,"hip hop, pop, R&B"
Usher,OMG (feat. will.i.am),269493,FALSE,2010,73,0.781,0.745,4,-5.81,0,0.0332,0.198,1.14E-05,0.36,0.326,129.998,"hip hop, pop, R&B"
Usher,Hey Daddy (Daddy's Home),224093,FALSE,2010,60,0.59,0.698,11,-4.262,1,0.0286,0.000176,0.0,0.107,0.352,95.975,"hip hop, pop, R&B"
Usher,More - RedOne Jimmy Joker Remix,219986,FALSE,2010,67,0.551,0.893,7,-2.628,1,0.0543,0.00166,0.0,0.348,0.794,125.083,"hip hop, pop, R&B"
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263773,TRUE,2010,58,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,"hip hop, pop"
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263773,TRUE,2010,76,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,"hip hop, pop"
Yolanda Be Cool,We No Speak Americano (JT Radio Edit),157438,FALSE,2010,1,0.901,0.805,6,-5.005,1,0.0464,0.0712,0.0812,0.0923,0.737,124.996,Dance/Electronic
Adele,Rolling in the Deep,228093,TRUE,2011,2,0.73,0.77,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,"pop, R&B"
Adele,Set Fire to the Rain,242973,FALSE,2011,2,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.66E-06,0.112,0.445,107.995,"pop, R&B"
Adele,Someone Like You,285240,FALSE,2011,4,0.554,0.321,9,-8.251,1,0.028,0.893,0.0,0.0996,0.288,135.047,"pop, R&B"
Adele,Rumour Has It,223266,FALSE,2011,0,0.612,0.748,0,-5.014,1,0.0445,0.617,0.0,0.167,0.574,120.052,"pop, R&B"
Alex Clare,Too Close,256613,FALSE,2011,60,0.588,0.694,11,-4.278,0,0.0387,0.00948,0.0,0.113,0.271,126.027,rock
Alexandra Stan,Mr. Saxobeat,195105,FALSE,2011,0,0.726,0.931,11,-4.152,0,0.0468,0.0218,0.000283,0.143,0.797,126.976,"pop, Dance/Electronic"
Avicii,Levels - Radio Edit,199906,FALSE,2011,77,0.584,0.889,1,-5.941,0,0.0343,0.0462,0.828,0.309,0.464,126.04,"pop, Dance/Electronic"
Avril Lavigne,What the Hell,220706,FALSE,2011,74,0.578,0.926,6,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976,pop
AWOLNATION,Sail,259102,FALSE,2011,2,0.825,0.435,1,-9.582,1,0.0568,0.452,0.609,0.0953,0.243,119.038,"pop, rock"
Bad Meets Evil,Lighters,303813,TRUE,2011,68,0.676,0.695,0,-8.327,1,0.245,0.352,0.0,0.119,0.144,90.268,"hip hop, pop"
Beyoncé,Best Thing I Never Had,253746,FALSE,2011,69,0.545,0.649,6,-4.062,1,0.0324,0.143,1.57E-05,0.0894,0.297,99.099,"pop, R&B"
Blake Shelton,Honey Bee,210720,FALSE,2011,50,0.481,0.849,4,-5.131,1,0.0385,0.00167,1.49E-06,0.121,0.723,205.57,country
Britney Spears,I Wanna Go,210266,FALSE,2011,66,0.696,0.546,5,-6.55,1,0.0414,0.00379,3.8E-06,0.332,0.787,130.002,pop
Britney Spears,Till the World Ends,237946,FALSE,2011,65,0.693,0.705,8,-5.747,1,0.0665,0.0228,0.0,0.202,0.45,131.951,pop
Bruno Mars,It Will Rain,257720,FALSE,2011,74,0.576,0.835,2,-6.826,1,0.0486,0.337,0.0,0.082,0.476,150.017,pop
Cali Swag District,Teach Me How to Dougie,237480,TRUE,2011,66,0.846,0.438,11,-4.981,1,0.141,0.2,9.43E-05,0.0939,0.512,85.013,"hip hop, pop"
Cascada,Everytime We Touch - Radio Edit,199120,FALSE,2011,0,0.64,0.977,8,-5.369,1,0.0555,0.00461,1.68E-05,0.371,0.493,142.019,"hip hop, pop, Dance/Electronic"
Charlene Soraia,Wherever You Will Go,197577,FALSE,2011,60,0.597,0.115,9,-9.217,1,0.0334,0.82,0.000215,0.111,0.128,111.202,pop
Chase & Status,Blind Faith,233666,FALSE,2011,60,0.45,0.846,9,-4.712,0,0.0472,0.00523,0.0,0.228,0.402,140.042,Dance/Electronic
Cher Lloyd,Want U Back,214013,FALSE,2011,67,0.696,0.893,9,-2.963,1,0.076,0.0662,0.0,0.473,0.573,97.954,"pop, Dance/Electronic"
Chip,Champion (feat. Chris Brown),237293,TRUE,2011,48,0.415,0.934,6,-2.914,0,0.24,0.078,0.0,0.145,0.52,190.151,"hip hop, Dance/Electronic"
Chris Brown,Deuces (feat. Tyga & Kevin McCall),276560,TRUE,2011,68,0.692,0.736,1,-5.109,1,0.11,0.0324,0.0,0.0787,0.217,73.987,"hip hop, pop, R&B"
Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),222586,TRUE,2011,71,0.767,0.677,11,-6.128,0,0.184,0.0339,5.51E-06,0.144,0.538,146.155,"hip hop, pop, R&B"
Chris Brown,Yeah 3x,241666,TRUE,2011,69,0.705,0.882,11,-3.201,0,0.0445,0.000369,1.16E-06,0.0934,0.7,130.0,"hip hop, pop, R&B"
Christina Perri,Jar of Hearts,246587,FALSE,2011,72,0.349,0.348,3,-6.142,1,0.0316,0.726,0.0,0.12,0.0886,74.541,pop
Christina Perri,A Thousand Years,285120,FALSE,2011,70,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,pop
Cobra Starship,You Make Me Feel... (feat. Sabi),215693,FALSE,2011,70,0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71E-06,0.0385,0.748,131.959,"pop, Dance/Electronic"
Coldplay,Paradise,278719,FALSE,2011,82,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75E-05,0.0833,0.212,139.631,"rock, pop"
Coldplay,Every Teardrop Is a Waterfall,240796,FALSE,2011,69,0.425,0.732,9,-6.883,1,0.0396,0.00194,0.0103,0.171,0.333,117.98,"rock, pop"
Coldplay,Paradise,278719,FALSE,2011,82,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75E-05,0.0833,0.212,139.631,"rock, pop"
Coldplay,Princess of China,239215,FALSE,2011,66,0.42,0.69,9,-6.221,0,0.0347,0.00385,0.015,0.287,0.237,85.014,"rock, pop"
Demi Lovato,Give Your Heart a Break,205346,FALSE,2011,71,0.651,0.695,6,-3.218,1,0.0487,0.23,0.0,0.144,0.569,123.008,pop
Dizzee Rascal,Dance Wiv Me - Radio Edit,204093,FALSE,2011,68,0.878,0.746,11,-4.281,1,0.0451,0.0476,0.0,0.154,0.792,111.996,"hip hop, pop, Dance/Electronic"
Dizzee Rascal,Bonkers,177573,FALSE,2011,38,0.624,0.977,11,-3.34,0,0.22,0.00615,0.0,0.253,0.74,126.127,"hip hop, pop, Dance/Electronic"
Dizzee Rascal,Holiday,220626,FALSE,2011,60,0.545,0.918,0,-1.925,1,0.0448,0.0571,0.0,0.0415,0.855,117.985,"hip hop, pop, Dance/Electronic"
DJ Khaled,I'm On One,296146,TRUE,2011,70,0.413,0.807,11,-3.499,0,0.318,0.0536,0.0,0.631,0.438,149.33,"hip hop, pop"
Dr. Dre,I Need A Doctor,283733,TRUE,2011,71,0.594,0.946,3,-4.521,1,0.452,0.0869,0.0,0.306,0.397,155.826,hip hop
Drake,Headlines,235986,TRUE,2011,74,0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894,"hip hop, pop, R&B"
Drake,The Motto,181573,TRUE,2011,74,0.766,0.442,1,-8.558,1,0.356,0.000107,6.12E-05,0.111,0.39,201.8,"hip hop, pop, R&B"
Drake,Take Care,277386,TRUE,2011,75,0.629,0.515,0,-10.358,0,0.265,0.0267,1.22E-05,0.0888,0.299,121.845,"hip hop, pop, R&B"
Example,Changed the Way You Kiss Me - Radio Edit,195466,FALSE,2011,42,0.578,0.857,4,-3.78,0,0.041,0.00548,0.00162,0.0948,0.188,126.979,"pop, Dance/Electronic"
Florence + The Machine,Spectrum (Say My Name) - Calvin Harris Remix,218190,FALSE,2011,68,0.578,0.946,11,-3.85,0,0.0482,0.00225,0.00412,0.0966,0.588,126.092,"rock, pop, Dance/Electronic"
Foster The People,Pumped Up Kicks,239600,FALSE,2011,82,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,"rock, pop"
Gigi D'Agostino,L'Amour Toujours,238759,FALSE,2011,1,0.617,0.728,7,-7.932,1,0.0292,0.0328,0.0482,0.36,0.808,139.066,pop
Gotye,Somebody That I Used To Know,244884,FALSE,2011,57,0.863,0.527,0,-6.896,1,0.0358,0.607,0.000168,0.107,0.674,129.054,set()
Grouplove,Tongue Tied,218013,FALSE,2011,79,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96,"pop, rock, Folk/Acoustic"
Guru Josh Project,Infinity 2008,190013,FALSE,2011,1,0.493,0.849,7,-6.139,0,0.0576,0.000337,0.00672,0.355,0.483,127.999,hip hop
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),210960,FALSE,2011,81,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,"hip hop, pop"
Gym Class Heroes,Ass Back Home (feat. Neon Hitch),222213,TRUE,2011,61,0.716,0.838,10,-4.289,1,0.0513,0.134,0.0,0.148,0.646,130.034,"hip hop, pop"
Hot Chelle Rae,Tonight Tonight,200466,FALSE,2011,73,0.686,0.783,4,-4.977,1,0.119,0.0764,0.0,0.163,0.814,99.978,"hip hop, pop, rock"
James Morrison,I Won't Let You Go,229303,FALSE,2011,64,0.537,0.611,0,-6.427,1,0.0304,0.229,0.0,0.146,0.161,105.955,"pop, R&B"
Jason Derulo,Don't Wanna Go Home,206080,FALSE,2011,63,0.671,0.808,2,-4.861,0,0.0652,0.02,0.0,0.134,0.637,121.956,"hip hop, pop"
Jason Derulo,It Girl,192200,FALSE,2011,70,0.668,0.718,1,-4.736,0,0.0605,0.0165,0.0,0.104,0.345,91.993,"hip hop, pop"
JAY-Z,Ni**as In Paris,219333,TRUE,2011,82,0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,140.022,hip hop
Jennifer Lopez,On The Floor,284866,FALSE,2011,79,0.73,0.777,3,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130.0,"hip hop, pop, R&B"
Jessie J,Do It Like A Dude,195240,TRUE,2011,57,0.663,0.843,2,-3.672,1,0.049,0.0491,0.0,0.364,0.375,140.036,"hip hop, pop"
Jessie J,Price Tag,223053,FALSE,2011,73,0.636,0.831,5,-3.945,1,0.182,0.0294,3.85E-06,0.272,0.668,175.015,"hip hop, pop"
Jessie J,Domino,231840,FALSE,2011,74,0.758,0.557,7,-4.568,1,0.034,0.0117,0.0,0.0418,0.781,126.986,"hip hop, pop"
Kelly Clarkson,Stronger (What Doesn't Kill You),221946,FALSE,2011,74,0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,0.684,116.044,"pop, R&B"
Kelly Rowland,Commander,218106,FALSE,2011,59,0.395,0.876,11,-3.859,0,0.138,0.0173,8.46E-06,0.362,0.567,124.638,"hip hop, pop, R&B"
Kelly Rowland,Motivation,230560,FALSE,2011,65,0.744,0.672,9,-5.589,0,0.0418,0.187,0.000123,0.105,0.266,140.889,"hip hop, pop, R&B"
Lady A,Just A Kiss,218840,FALSE,2011,63,0.593,0.639,1,-5.826,1,0.0307,0.446,0.0,0.0998,0.332,142.881,"pop, country"
Lady Gaga,Born This Way,260253,FALSE,2011,72,0.587,0.828,11,-5.108,1,0.161,0.00327,0.0,0.331,0.494,123.907,pop
Lady Gaga,The Edge Of Glory,320546,FALSE,2011,67,0.583,0.768,9,-6.477,1,0.041,0.000323,0.0162,0.109,0.357,127.952,pop
Lil Wayne,6 Foot 7 Foot,248586,TRUE,2011,1,0.364,0.752,2,-5.429,1,0.304,0.0007,0.0,0.318,0.606,79.119,"hip hop, pop"
Lil Wayne,How To Love,240306,FALSE,2011,0,0.644,0.661,11,-6.093,1,0.0418,0.000177,5.23E-06,0.108,0.272,153.992,"hip hop, pop"
LMFAO,Party Rock Anthem,262146,FALSE,2011,73,0.751,0.736,5,-4.168,0,0.156,0.0206,0.0,0.265,0.352,130.014,"hip hop, pop, Dance/Electronic"
LMFAO,Sexy And I Know It,199480,FALSE,2011,67,0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,"hip hop, pop, Dance/Electronic"
LMFAO,Sexy And I Know It,199480,FALSE,2011,67,0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,"hip hop, pop, Dance/Electronic"
Lucenzo,Danza Kuduro (feat. Don Omar),213986,FALSE,2011,0,0.622,0.942,7,-6.365,1,0.112,0.00713,0.0,0.0715,0.773,130.003,latin
Lupe Fiasco,The Show Goes On,239613,TRUE,2011,70,0.591,0.889,7,-3.839,1,0.115,0.0189,0.0,0.155,0.65,143.067,"hip hop, pop"
